,name,title,medium,year,size,sale,sold,estimate,artist,gender,nationality,birthday,hometown
88,Pierre-Auguste Renoir,La route à Wargemont,oil on canvas,1879,Height 21.5 in.; Width 25.9 in. / Height 54.7 cm.; Width 65.7 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0054C]
20th Century Evening Sale","4,830,000 USD Premium","3,000,000 - 5,000,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
89,Pierre-Auguste Renoir,Madame Henriot,oil on canvas,1874,Height 16.1 in.; Width 13 in. / Height 41 cm.; Width 33 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0006C]
The Cox Collection: The Story of Impressionism, Evening Sale","3,390,000 USD Premium","700,000 - 1,000,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
90,Pierre-Auguste Renoir,Etude d'enfants et jeune femme,oil on canvas,Height 9.4 in.; Width 8 in. / Height 23.9 cm.; Width 20.2 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00792]
Impressionist & Modern Art Day Sale","150,000 USD Premium ?",,,pierre-auguste-renoir,male,French,1841,"Limoges, France"
91,Pierre-Auguste Renoir,Le petit peintre (Claude Renoir),oil on canvas,1907,Height 21.7 in.; Width 18.1 in. / Height 55 cm.; Width 46 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00788]
Impressionist & Modern Art Day Sale","1,182,000 USD Premium","600,000 - 800,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
92,Pierre-Auguste Renoir,"Baigneuse au bracelet, Andrée",oil on canvas,Circa 1916-1917,Height 32.7 in.; Width 25.6 in. / Height 83 cm.; Width 65 cm.,"Christie's New York: Wednesday, December 2, 2020 [Lot 00042]
20th Century: Hong Kong to New York","2,190,000 USD Premium","2,000,000 - 3,000,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
93,Pierre-Auguste Renoir,Jeune femme allaitant son enfant–Madame Renoir et son fils Pierre,oil on canvas,1886,Height 28.8 in.; Width 21.3 in. / Height 73.1 cm.; Width 54.2 cm.,"Christie's New York: Wednesday, December 2, 2020 [Lot 00047]
20th Century: Hong Kong to New York","2,430,000 USD Premium","2,500,000 - 3,500,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
94,Pierre-Auguste Renoir,Coco au ruban rose,oil on canvas,Circa 1905,Height 12.2 in.; Width 10.2 in. / Height 31 cm.; Width 26 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00564]
Impressionist & Modern Art Day Sale","870,000 USD Premium","400,000 - 600,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
95,Pierre-Auguste Renoir,Vase d'anémones,oil on canvas,1890,Height 16.6 in.; Width 13 in. / Height 42.2 cm.; Width 33 cm.,"Christie's New York: Tuesday, October 6, 2020 [Lot 00052]
20th Century Evening Sale","2,790,000 USD Premium","800,000 - 1,200,000 USD ?",pierre-auguste-renoir,male,French,1841,"Limoges, France"
96,Francis Picabia,Sans titre,oil on canvas,1903,Height 13 in.; Width 16.7 in. / Height 33 cm.; Width 42.3 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00705]
Impressionist and Modern Art Day Sale","60,000 USD Premium","60,000 - 80,000 USD ?",francis-picabia,male,French,1879,"Paris, France"
97,Francis Picabia,Sans titre,oil on canvas,Circa 1911,Height 32 in.; Width 39.2 in. / Height 81.2 cm.; Width 99.6 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00780]
Impressionist & Modern Art Day Sale","225,000 USD Premium","180,000 - 250,000 USD ?",francis-picabia,male,French,1879,"Paris, France"
98,Francis Picabia,Saint-Tropez,oil on canvas,Circa 1938,Height 23.6 in.; Width 31.8 in. / Height 60 cm.; Width 80.7 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00786]
Impressionist & Modern Art Day Sale",Bought In,"200,000 - 300,000 USD ?",francis-picabia,male,French,1879,"Paris, France"
99,Gustave Loiseau,Petite ferme dans le Calvados,oil on canvas,Height 19.8 in.; Width 24.2 in. / Height 50.2 cm.; Width 61.4 cm.,"Signed, Inscribed","30,000 - 50,000 USD ?",,"150,000 USD Premium ?",gustave-loiseau,male,French,1865,"Paris, France"
100,Gustave Loiseau,"La rue Thuringe, Bonsecours, Rouen",oil on canvas,1930,Height 21.6 in.; Width 18.1 in. / Height 54.9 cm.; Width 46 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00847]
Impressionist and Modern Art Day Sale","40,000 USD Premium","30,000 - 50,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
101,Gustave Loiseau,"Rocher la Teignouse, Cap Fréhel",oil on canvas,1906,Height 24 in.; Width 29.1 in. / Height 61 cm.; Width 74 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0002C]
The Cox Collection: The Story of Impressionism, Evening Sale","650,000 USD Premium","30,000 - 50,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
102,Gustave Loiseau,"L'hôtel de Mademoiselle Ernestine, Saint-Jouin (Finistère) ou Le verger de Mademoiselle Ernestine, Saint-Jouin",oil on canvas,1908,Height 21.3 in.; Width 25.2 in. / Height 54.1 cm.; Width 64 cm.,"Christie's New York: Thursday, November 11, 2021 [Lot 0014C]
The Cox Collection: The Story of Impressionism, Evening Sale","774,000 USD Premium","20,000 - 30,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
103,Gustave Loiseau,"La Berge, Pontoise",oil on canvas,Circa 1910,Height 11.1 in.; Width 15 in. / Height 28.2 cm.; Width 38.1 cm.,"10,000 - 15,000 USD ?",,"50,000 USD Premium ?",gustave-loiseau,male,French,1865,"Paris, France"
104,Gustave Loiseau,Le potager en hiver,oil on canvas,1921,Height 21.6 in.; Width 25.8 in. / Height 54.9 cm.; Width 65.5 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00566]
Impressionist & Modern Art Day Sale","112,500 USD Premium","50,000 - 70,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
105,Gustave Loiseau,Le village de Mareil,oil on canvas,1911,Height 18.1 in.; Width 24.1 in. / Height 46 cm.; Width 61.1 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00563]
Impressionist & Modern Art Day Sale","81,250 USD Premium","30,000 - 50,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
106,Gustave Loiseau,L'Usine au bord de la rivière,oil on canvas,1930,Height 23.7 in.; Width 32 in. / Height 60.3 cm.; Width 81.2 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00587]
Impressionist & Modern Art Day Sale","32,500 USD Premium","12,000 - 18,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
107,Gustave Loiseau,L'usine au bord de la rivière,oil on canvas,1930,Height 23.7 in.; Width 32 in. / Height 60.3 cm.; Width 81.2 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00807]
Impressionist & Modern Art Day Sale",Bought In,"25,000 - 35,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
108,Gustave Loiseau,Vue de Triel sous la neige,oil on canvas,1916,Height 18.2 in.; Width 21.7 in. / Height 46.3 cm.; Width 55.2 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00808]
Impressionist & Modern Art Day Sale","27,500 USD Premium","20,000 - 30,000 USD ?",gustave-loiseau,male,French,1865,"Paris, France"
109,Marie Laurencin,Tête de femme,oil on canvas,Height 14 in.; Width 10.9 in. / Height 35.5 cm.; Width 27.7 cm.,Signed,"30,000 - 50,000 USD ?",,"62,500 USD Premium ?",marie-laurencin,female,French,1883,"Paris, France"
110,Marie Laurencin,Fleurs,oil on panel,Height 10.7 in.; Width 8.4 in. / Height 27.1 cm.; Width 21.4 cm.,Signed,"8,000 - 12,000 USD ?",,"20,000 USD Premium ?",marie-laurencin,female,French,1883,"Paris, France"
111,Marie Laurencin,Femme au chapeau,oil on board,1914,Height 23.3 in.; Width 17 in. / Height 59.3 cm.; Width 43.1 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00764]
Impressionist & Modern Art Day Sale",Bought In,"60,000 - 80,000 USD ?",marie-laurencin,female,French,1883,"Paris, France"
112,Marie Laurencin,Jeune fille au chapeau rose,oil on canvas,Height 13.9 in.; Width 10.7 in. / Height 35.2 cm.; Width 27.2 cm.,Signed,"25,000 - 30,000 USD ?",,Bought In,marie-laurencin,female,French,1883,"Paris, France"
113,Maurice Utrillo,L'Hôpital de Provins (Seine-et-Marne),oil on board,Circa 1919,Height 18.1 in.; Width 23.8 in. / Height 46 cm.; Width 60.4 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00793]
Impressionist and Modern Art Day Sale","125,000 USD Premium","80,000 - 120,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
114,Maurice Utrillo,Une rue à Paris et les fortifications,oil on canvas,1926,Height 21.3 in.; Width 28.7 in. / Height 54 cm.; Width 73 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00789]
Impressionist and Modern Art Day Sale","106,250 USD Premium","80,000 - 120,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
115,Maurice Utrillo,"Rue Saint-Vincent, Montmartre",oil on cradled panel,Circa 1908-1910,Height 29.5 in.; Width 41.2 in. / Height 75 cm.; Width 104.7 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00861]
Impressionist and Modern Art Day Sale","75,000 USD Premium","60,000 - 80,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
116,Maurice Utrillo,Rue du Mont-Cenis à Montmartre,oil on canvas,Circa 1940-1941,Height 19.7 in.; Width 25.6 in. / Height 50 cm.; Width 65.1 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00857]
Impressionist and Modern Art Day Sale","100,000 USD Premium","80,000 - 120,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
117,Maurice Utrillo,"Moulin de la Galette, Montmartre",oil on canvas,1922,Height 21.3 in.; Width 25.5 in. / Height 54 cm.; Width 64.8 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00521]
Impressionist & Modern Art Day Sale","125,000 USD Premium","100,000 - 150,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
118,Maurice Utrillo,Montmartre,oil on board,Circa 1946,Height 4.2 in.; Width 2.9 in. / Height 10.7 cm.; Width 7.4 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00517]
Impressionist & Modern Art Day Sale","22,500 USD Premium","10,000 - 15,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
119,Maurice Utrillo,"Gare de Reuilly, Paris",oil on canvas,Circa 1908,Height 23.5 in.; Width 28.7 in. / Height 59.8 cm.; Width 73 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00806]
Impressionist & Modern Art Day Sale",Bought In,"60,000 - 80,000 USD ?",maurice-utrillo,male,French,1883,"Paris, France"
120,Jean Dufy,Stockholm,oil on canvas,Height 18.1 in.; Width 21.7 in. / Height 46.1 cm.; Width 55 cm.,"Signed, Inscribed","30,000 - 50,000 USD ?",,"81,250 USD Premium ?",jean-dufy,male,French,1888,"Le Havre, France"
121,Jean Dufy,Flamenco,oil on canvas,Height 13.1 in.; Width 21.6 in. / Height 33.3 cm.; Width 54.9 cm.,Signed,"20,000 - 30,000 USD ?",,"23,750 USD Premium ?",jean-dufy,male,French,1888,"Le Havre, France"
122,Jean Dufy,Assiette de raisins et bouquet de roses,oil on canvas,1930,Height 21.7 in.; Width 18.2 in. / Height 55.2 cm.; Width 46.2 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00799]
Impressionist and Modern Art Day Sale","75,000 USD Premium","20,000 - 30,000 USD ?",jean-dufy,male,French,1888,"Le Havre, France"
123,Jean Dufy,Place Pigalle,oil on canvas,Height 18.1 in.; Width 21.8 in. / Height 46 cm.; Width 55.3 cm.,Signed,"25,000 - 35,000 USD ?",,"35,000 USD Premium ?",jean-dufy,male,French,1888,"Le Havre, France"
124,Jean Dufy,La Seine,oil on canvas,Height 18.3 in.; Width 21.9 in. / Height 46.5 cm.; Width 55.5 cm.,Signed,"40,000 - 60,000 USD ?",,"118,750 USD Premium ?",jean-dufy,male,French,1888,"Le Havre, France"
125,Jean Dufy,Les Toreros,oil on canvas,Circa 1950,Height 13.1 in.; Width 21.7 in. / Height 33.2 cm.; Width 55.2 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00860]
Impressionist and Modern Art Day Sale","37,500 USD Premium","25,000 - 35,000 USD ?",jean-dufy,male,French,1888,"Le Havre, France"
126,Jean Dufy,Au cirque,oil on canvas,Circa 1925-1926,Height 24.1 in.; Width 19.7 in. / Height 61.2 cm.; Width 50.1 cm.,Signed,"40,000 - 60,000 USD",,jean-dufy,male,French,1888,"Le Havre, France"
127,Jean Dufy,Port de pêche,oil on canvas,Circa 1935,Height 19.8 in.; Width 28.9 in. / Height 50.2 cm.; Width 73.3 cm.,Signed,"40,000 - 60,000 USD",,jean-dufy,male,French,1888,"Le Havre, France"
128,Jean-Pierre Cassigneul,Les Lilas,oil on canvas,1958,Height 45.9 in.; Width 31.8 in. / Height 116.7 cm.; Width 80.8 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00797]
Impressionist and Modern Art Day Sale","33,750 USD Premium","10,000 - 15,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
129,Jean-Pierre Cassigneul,Profil,oil on canvas,1964,Height 31.2 in.; Width 22.8 in. / Height 79.3 cm.; Width 57.8 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00858]
Impressionist and Modern Art Day Sale","32,500 USD Premium","12,000 - 18,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
130,Jean-Pierre Cassigneul,Madame Candelier,oil and charcoal on canvas,1978,Height 32 in.; Width 23.7 in. / Height 81.2 cm.; Width 60.3 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00866]
Impressionist and Modern Art Day Sale","17,500 USD Premium","7,000 - 10,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
131,Jean-Pierre Cassigneul,Le lac du Bois de Boulogne,oil on canvas,1980,Height 51.2 in.; Width 38.2 in. / Height 130 cm.; Width 97 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00750]
Impressionist & Modern Art Day Sale","25,000 USD Premium","30,000 - 50,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
132,Jean-Pierre Cassigneul,Sept heures du soir,oil on canvas,Height 32 in.; Width 25.6 in. / Height 81.2 cm.; Width 65.1 cm.,"Signed, Inscribed","40,000 - 60,000 USD ?",,"60,000 USD Premium ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
133,Jean-Pierre Cassigneul,Femme au bouquet,oil and sand on canvas,1964,Height 51.3 in.; Width 31.9 in. / Height 130.2 cm.; Width 81 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00766]
Impressionist & Modern Art Day Sale",Bought In,"25,000 - 35,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
134,Jean-Pierre Cassigneul,Profil,oil on canvas,1964,Height 31.2 in.; Width 22.8 in. / Height 79.3 cm.; Width 57.8 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00748]
Impressionist & Modern Art Day Sale",Bought In,"25,000 - 35,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
135,Jean-Pierre Cassigneul,Madame Candelier,oil and charcoal on canvas,1978,Height 32 in.; Width 23.7 in. / Height 81.2 cm.; Width 60.3 cm.,"Christie's New York: Friday, December 4, 2020 [Lot 00832]
Impressionist & Modern Art Day Sale",Bought In,"20,000 - 30,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
136,Jean-Pierre Cassigneul,Femme dans un parc,oil on canvas,1979,Height 23.9 in.; Width 19.7 in. / Height 60.8 cm.; Width 50 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00597]
Impressionist & Modern Art Day Sale","50,000 USD Premium","25,000 - 35,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
137,Jean-Pierre Cassigneul,Les Lilas,oil on canvas,1958,Height 45.9 in.; Width 31.8 in. / Height 116.7 cm.; Width 80.8 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00591]
Impressionist & Modern Art Day Sale",Bought In,"20,000 - 30,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
138,Jean-Pierre Cassigneul,Nu au chapeau,oil on canvas,1970,Height 51.1 in.; Width 35.1 in. / Height 129.9 cm.; Width 89.2 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00532]
Impressionist & Modern Art Day Sale",Bought In,"50,000 - 70,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
139,Jean-Pierre Cassigneul,Femme et fleurs,oil on canvas,1971,Height 40.4 in.; Width 32 in. / Height 102.5 cm.; Width 81.3 cm.,"Christie's New York: Thursday, October 8, 2020 [Lot 00602]
Impressionist & Modern Art Day Sale","27,500 USD Premium","30,000 - 50,000 USD ?",jean-pierre-cassigneul,male,French,1935,"Paris, France"
140,Louis Valtat,Femme nue au fauteuil bleu,oil on canvas,1907,Height 36.2 in.; Width 28.9 in. / Height 92 cm.; Width 73.5 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00832]
Impressionist and Modern Art Day Sale","60,000 USD Premium","60,000 - 80,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
141,Louis Valtat,"Maternité, femme en bleu devant la fenêtre",oil on paper laid down on cradled panel,1899,Height 18.7 in.; Width 22 in. / Height 47.6 cm.; Width 56 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00843]
Impressionist and Modern Art Day Sale",Bought In,"40,000 - 60,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
142,Louis Valtat,Panneau d'anémones,oil on canvas laid down on panel,1922,Height 6.3 in.; Width 10 in. / Height 15.9 cm.; Width 25.5 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00790]
Impressionist and Modern Art Day Sale","30,000 USD Premium","8,000 - 12,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
143,Louis Valtat,Bouquet de dahlias et pommes,oil on canvas,Circa 1940,Height 11 in.; Width 21.6 in. / Height 28 cm.; Width 54.9 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00852]
Impressionist and Modern Art Day Sale","37,500 USD Premium","12,000 - 18,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
144,Louis Valtat,Bouquet de fleurs,oil on board,Height 10.7 in.; Width 8.5 in. / Height 27.3 cm.; Width 21.6 cm.,Signed,"20,000 - 30,000 USD ?",,"93,750 USD Premium ?",louis-valtat,male,French,1869,"Dieppe, France"
145,Louis Valtat,Bouquet de fleurs,oil on canvas,Height 21.5 in.; Width 18.1 in. / Height 54.7 cm.; Width 45.9 cm.,"Signed, Stamped","30,000 - 50,000 USD ?",,"60,000 USD Premium ?",louis-valtat,male,French,1869,"Dieppe, France"
146,Louis Valtat,Femme aux raisins,oil on canvas,1900,Height 39.4 in.; Width 31.9 in. / Height 100.2 cm.; Width 81 cm.,"Christie's New York: Saturday, November 13, 2021 [Lot 00856]
Impressionist and Modern Art Day Sale",Bought In,"20,000 - 30,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
147,Louis Valtat,Poires et raisins,oil on burlap,Circa 1935,Height 9.5 in.; Width 13.1 in. / Height 24.2 cm.; Width 33.2 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00526]
Impressionist & Modern Art Day Sale","23,750 USD Premium","10,000 - 15,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
148,Louis Valtat,Azalées et plantes vertes,oil on canvas,Circa 1918,Height 28.7 in.; Width 23.5 in. / Height 73 cm.; Width 59.7 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00568]
Impressionist & Modern Art Day Sale","162,500 USD Premium","50,000 - 70,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
149,Louis Valtat,Femme tricotant,oil on canvas,1922,Height 28.9 in.; Width 23.7 in. / Height 73.4 cm.; Width 60.3 cm.,"Christie's New York: Friday, May 14, 2021 [Lot 00582]
Impressionist & Modern Art Day Sale","37,500 USD Premium","30,000 - 50,000 USD ?",louis-valtat,male,French,1869,"Dieppe, France"
